"날짜","종가","시가","고가","저가","거래량","변동 %"
"2019- 02- 15","9,550","9,535","9,555","9,535","46.91K","0.21%"
"2019- 02- 14","9,530","9,520","9,530","9,510","36.17K","-0.42%"
"2019- 02- 13","9,570","9,530","9,570","9,525","30.00K","0.31%"
"2019- 02- 12","9,540","9,515","9,540","9,505","207.63K","-0.26%"
"2019- 02- 11","9,565","9,555","9,575","9,545","47.16K","0.42%"
"2019- 02- 08","9,525","9,545","9,545","9,520","73.01K","0.21%"
"2019- 02- 07","9,505","9,520","9,520","9,485","57.31K","-1.14%"
"2019- 02- 01","9,615","9,630","9,640","9,600","89.90K","-0.10%"
"2019- 01- 31","9,625","9,610","9,635","9,590","92.91K","0.42%"
"2019- 01- 30","9,585","9,540","9,585","9,540","58.74K","0.79%"
"2019- 01- 29","9,510","9,500","9,515","9,490","21.52K","0.11%"
"2019- 01- 28","9,500","9,465","9,510","9,460","145.23K","1.55%"
"2019- 01- 25","9,355","9,350","9,355","9,320","32.80K","0.16%"
"2019- 01- 24","9,340","9,350","9,365","9,330","22.81K","-0.37%"
"2019- 01- 23","9,375","9,355","9,375","9,345","55.81K","0.70%"
"2019- 01- 22","9,310","9,335","9,335","9,310","36.28K","-0.64%"
"2019- 01- 21","9,370","9,370","9,370","9,340","76.32K","-0.64%"
"2019- 01- 18","9,430","9,425","9,435","9,405","72.91K","0.00%"
"2019- 01- 17","9,430","9,420","9,445","9,415","58.73K","0.00%"
"2019- 01- 16","9,430","9,400","9,435","9,390","130.83K","0.00%"
"2019- 01- 15","9,430","9,440","9,445","9,410","133.94K","-0.05%"
"2019- 01- 14","9,435","9,405","9,440","9,390","50.90K","-0.16%"
"2019- 01- 11","9,450","9,410","9,460","9,390","97.38K","-0.11%"
"2019- 01- 10","9,460","9,445","9,475","9,430","108.97K","1.18%"
"2019- 01- 09","9,350","9,370","9,400","9,345","83.05K","-0.32%"
"2019- 01- 08","9,380","9,405","9,420","9,355","97.27K","-0.48%"
"2019- 01- 07","9,425","9,380","9,440","9,350","270.92K","-0.37%"
"2019- 01- 04","9,460","9,450","9,490","9,450","296.22K","0.21%"
"2019- 01- 03","9,440","9,400","9,440","9,375","203.48K","0.43%"
"2019- 01- 02","9,400","9,345","9,410","9,330","216.35K","0.53%"
"2018- 12- 28","9,350","9,305","9,350","9,300","87.04K","0.70%"
"2018- 12- 27","9,285","9,285","9,305","9,265","27.22K","-0.43%"
"2018- 12- 26","9,325","9,270","9,325","9,250","115.42K","0.92%"
"2018- 12- 24","9,240","9,210","9,250","9,200","56.09K","0.27%"
"2018- 12- 21","9,215","9,205","9,240","9,195","188.39K","1.21%"
"2018- 12- 20","9,105","9,095","9,110","9,085","47.07K","-0.27%"
"2018- 12- 19","9,130","9,140","9,155","9,125","93.90K","0.27%"
"2018- 12- 18","9,105","9,110","9,150","9,105","85.81K","0.44%"
"2018- 12- 17","9,065","9,035","9,070","9,035","32.59K","0.06%"
"2018- 12- 14","9,060","9,095","9,100","9,060","55.39K","-0.38%"
"2018- 12- 13","9,095","9,110","9,130","9,090","121.10K","0.06%"
"2018- 12- 12","9,090","9,115","9,135","9,090","130.48K","-0.60%"
"2018- 12- 11","9,145","9,125","9,145","9,095","63.83K","-0.11%"
"2018- 12- 10","9,155","9,140","9,155","9,125","344.96K","0.94%"
"2018- 12- 07","9,070","9,075","9,080","9,055","25.10K","0.00%"
"2018- 12- 06","9,070","9,055","9,090","9,050","54.49K","0.22%"
"2018- 12- 05","9,050","9,075","9,080","9,025","48.84K","-0.28%"
"2018- 12- 04","9,075","9,005","9,075","8,995","58.84K","0.89%"
"2018- 12- 03","8,995","8,960","8,995","8,935","65.70K","0.28%"
"2018- 11- 30","8,970","8,975","8,975","8,955","75.26K","-0.22%"
"2018- 11- 29","8,990","8,960","8,990","8,925","51.60K","0.90%"
"2018- 11- 28","8,910","8,910","8,910","8,890","30.00K","-0.56%"
"2018- 11- 27","8,960","8,970","8,970","8,945","14.36K","-0.28%"
"2018- 11- 26","8,985","8,985","8,985","8,950","27.95K","-0.22%"
"2018- 11- 23","9,005","9,025","9,030","8,980","18.16K","-0.06%"
"2018- 11- 22","9,010","8,970","9,010","8,970","24.55K","0.61%"
"2018- 11- 21","8,955","8,955","8,960","8,920","44.01K","0.00%"
"2018- 11- 20","8,955","8,970","8,970","8,945","33.78K","0.39%"
