"날짜","종가","시가","고가","저가","변동 %"
"2020년 02월 10일","10.63","10.63","10.63","10.63","0.00%"
"2020년 02월 07일","10.63","10.63","10.63","10.63","0.09%"
"2020년 02월 06일","10.62","10.62","10.62","10.62","0.00%"
"2020년 02월 05일","10.62","10.62","10.62","10.62","0.00%"
"2020년 02월 04일","10.62","10.62","10.62","10.62","-0.19%"
"2020년 02월 03일","10.64","10.64","10.64","10.64","0.00%"
"2020년 01월 31일","10.64","10.64","10.64","10.64","0.09%"
"2020년 01월 30일","10.63","10.63","10.63","10.63","0.09%"
"2020년 01월 29일","10.62","10.62","10.62","10.62","0.09%"
"2020년 01월 28일","10.61","10.61","10.61","10.61","-0.09%"
"2020년 01월 27일","10.62","10.62","10.62","10.62","0.09%"
"2020년 01월 24일","10.61","10.61","10.61","10.61","0.00%"
"2020년 01월 23일","10.61","10.61","10.61","10.61","0.09%"
"2020년 01월 22일","10.60","10.60","10.60","10.60","0.00%"
"2020년 01월 21일","10.60","10.60","10.60","10.60","0.09%"
"2020년 01월 17일","10.59","10.59","10.59","10.59","0.00%"
"2020년 01월 16일","10.59","10.59","10.59","10.59","-0.09%"
"2020년 01월 15일","10.60","10.60","10.60","10.60","0.09%"
"2020년 01월 14일","10.59","10.59","10.59","10.59","0.00%"
"2020년 01월 13일","10.59","10.59","10.59","10.59","0.00%"
"2020년 01월 10일","10.59","10.59","10.59","10.59","0.00%"
"2020년 01월 09일","10.59","10.59","10.59","10.59","0.00%"
"2020년 01월 08일","10.59","10.59","10.59","10.59","-0.09%"
"2020년 01월 07일","10.60","10.60","10.60","10.60","0.00%"
"2020년 01월 06일","10.60","10.60","10.60","10.60","0.00%"
"2020년 01월 03일","10.60","10.60","10.60","10.60","0.09%"
"2020년 01월 02일","10.59","10.59","10.59","10.59","0.00%"
"2019년 12월 31일","10.59","10.59","10.59","10.59","0.00%"
"2019년 12월 30일","10.59","10.59","10.59","10.59","0.00%"
