"날짜","종가","시가","고가","저가","변동 %"
"2018년 04월 27일","10.43","10.43","10.43","10.43","0.00%"
"2018년 04월 26일","10.43","10.43","10.43","10.43","0.00%"
"2018년 04월 25일","10.43","10.43","10.43","10.43","0.00%"
"2018년 04월 24일","10.43","10.43","10.43","10.43","0.00%"
"2018년 04월 23일","10.43","10.43","10.43","10.43","0.00%"
"2018년 04월 20일","10.43","10.43","10.43","10.43","-0.10%"
"2018년 04월 19일","10.44","10.44","10.44","10.44","0.00%"
"2018년 04월 18일","10.44","10.44","10.44","10.44","-0.10%"
"2018년 04월 17일","10.45","10.45","10.45","10.45","0.00%"
"2018년 04월 16일","10.45","10.45","10.45","10.45","-0.10%"
"2018년 04월 13일","10.46","10.46","10.46","10.46","0.00%"
"2018년 04월 12일","10.46","10.46","10.46","10.46","-0.10%"
"2018년 04월 11일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 10일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 09일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 06일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 05일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 04일","10.47","10.47","10.47","10.47","0.00%"
"2018년 04월 03일","10.47","10.47","10.47","10.47","-0.10%"
"2018년 04월 02일","10.48","10.48","10.48","10.48","0.00%"
"2018년 03월 29일","10.48","10.48","10.48","10.48","0.10%"
"2018년 03월 28일","10.47","10.47","10.47","10.47","-0.10%"
"2018년 03월 27일","10.48","10.48","10.48","10.48","0.10%"
"2018년 03월 26일","10.47","10.47","10.47","10.47","-0.10%"
"2018년 03월 23일","10.48","10.48","10.48","10.48","0.10%"
"2018년 03월 22일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 21일","10.47","10.47","10.47","10.47","0.10%"
"2018년 03월 20일","10.46","10.46","10.46","10.46","-0.10%"
"2018년 03월 19일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 16일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 15일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 14일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 13일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 12일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 09일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 08일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 07일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 06일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 05일","10.47","10.47","10.47","10.47","0.00%"
"2018년 03월 02일","10.47","10.47","10.47","10.47","-0.10%"
"2018년 03월 01일","10.48","10.48","10.48","10.48","0.10%"
"2018년 02월 28일","10.47","10.47","10.47","10.47","0.00%"
"2018년 02월 27일","10.47","10.47","10.47","10.47","-0.10%"
"2018년 02월 26일","10.48","10.48","10.48","10.48","0.10%"
"2018년 02월 23일","10.47","10.47","10.47","10.47","0.00%"
"2018년 02월 22일","10.47","10.47","10.47","10.47","0.10%"
"2018년 02월 21일","10.46","10.46","10.46","10.46","-0.10%"
"2018년 02월 20일","10.47","10.47","10.47","10.47","0.00%"
"2018년 02월 16일","10.47","10.47","10.47","10.47","0.00%"
"2018년 02월 15일","10.47","10.47","10.47","10.47","0.00%"
"2018년 02월 14일","10.47","10.47","10.47","10.47","-0.19%"
"2018년 02월 13일","10.49","10.49","10.49","10.49","0.00%"
"2018년 02월 12일","10.49","10.49","10.49","10.49","0.00%"
"2018년 02월 09일","10.49","10.49","10.49","10.49","0.00%"
"2018년 02월 08일","10.49","10.49","10.49","10.49","0.00%"
"2018년 02월 07일","10.49","10.49","10.49","10.49","0.00%"
"2018년 02월 06일","10.49","10.49","10.49","10.49","-0.19%"
"2018년 02월 05일","10.51","10.51","10.51","10.51","0.29%"
"2018년 02월 02일","10.48","10.48","10.48","10.48","0.00%"
"2018년 02월 01일","10.48","10.48","10.48","10.48","-0.10%"
"2018년 01월 31일","10.49","10.49","10.49","10.49","0.00%"
"2018년 01월 30일","10.49","10.49","10.49","10.49","-0.10%"
"2018년 01월 29일","10.50","10.50","10.50","10.50","0.00%"
"2018년 01월 26일","10.50","10.50","10.50","10.50","-0.10%"
"2018년 01월 25일","10.51","10.51","10.51","10.51","0.00%"
"2018년 01월 24일","10.51","10.51","10.51","10.51","0.00%"
"2018년 01월 23일","10.51","10.51","10.51","10.51","0.00%"
"2018년 01월 22일","10.51","10.51","10.51","10.51","0.00%"
"2018년 01월 19일","10.51","10.51","10.51","10.51","0.00%"
"2018년 01월 18일","10.51","10.51","10.51","10.51","-0.10%"
"2018년 01월 17일","10.52","10.52","10.52","10.52","0.00%"
"2018년 01월 16일","10.52","10.52","10.52","10.52","-0.09%"
"2018년 01월 12일","10.53","10.53","10.53","10.53","0.00%"
"2018년 01월 11일","10.53","10.53","10.53","10.53","0.00%"
"2018년 01월 10일","10.53","10.53","10.53","10.53","0.00%"
"2018년 01월 09일","10.53","10.53","10.53","10.53","-0.09%"
"2018년 01월 08일","10.54","10.54","10.54","10.54","0.00%"
"2018년 01월 05일","10.54","10.54","10.54","10.54","0.00%"
"2018년 01월 04일","10.54","10.54","10.54","10.54","0.00%"
"2018년 01월 03일","10.54","10.54","10.54","10.54","-0.09%"
"2018년 01월 02일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 29일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 28일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 27일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 26일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 22일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 21일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 20일","10.55","10.55","10.55","10.55","0.00%"
"2017년 12월 19일","10.55","10.55","10.55","10.55","-0.09%"
"2017년 12월 18일","10.56","10.56","10.56","10.56","0.00%"
"2017년 12월 15일","10.56","10.56","10.56","10.56","-0.09%"
"2017년 12월 14일","10.57","10.57","10.57","10.57","0.00%"
"2017년 12월 13일","10.57","10.57","10.57","10.57","0.09%"
"2017년 12월 12일","10.56","10.56","10.56","10.56","0.00%"
"2017년 12월 11일","10.56","10.56","10.56","10.56","-0.09%"
"2017년 12월 08일","10.57","10.57","10.57","10.57","0.00%"
"2017년 12월 07일","10.57","10.57","10.57","10.57","0.00%"
"2017년 12월 06일","10.57","10.57","10.57","10.57","0.09%"
"2017년 12월 05일","10.56","10.56","10.56","10.56","0.00%"
"2017년 12월 04일","10.56","10.56","10.56","10.56","-0.09%"
"2017년 12월 01일","10.57","10.57","10.57","10.57","0.00%"
"2017년 11월 30일","10.57","10.57","10.57","10.57","-0.09%"
"2017년 11월 29일","10.58","10.58","10.58","10.58","0.00%"
"2017년 11월 28일","10.58","10.58","10.58","10.58","0.00%"
"2017년 11월 27일","10.58","10.58","10.58","10.58","0.00%"
"2017년 11월 24일","10.58","10.58","10.58","10.58","0.00%"
"2017년 11월 22일","10.58","10.58","10.58","10.58","0.09%"
"2017년 11월 21일","10.57","10.57","10.57","10.57","-0.09%"
"2017년 11월 20일","10.58","10.58","10.58","10.58","-0.09%"
"2017년 11월 17일","10.59","10.59","10.59","10.59","0.00%"
"2017년 11월 16일","10.59","10.59","10.59","10.59","0.00%"
"2017년 11월 15일","10.59","10.59","10.59","10.59","0.00%"
"2017년 11월 14일","10.59","10.59","10.59","10.59","0.00%"
"2017년 11월 13일","10.59","10.59","10.59","10.59","-0.09%"
"2017년 11월 10일","10.60","10.60","10.60","10.60","0.00%"
"2017년 11월 09일","10.60","10.60","10.60","10.60","0.00%"
"2017년 11월 08일","10.60","10.60","10.60","10.60","0.00%"
"2017년 11월 07일","10.60","10.60","10.60","10.60","-0.09%"
"2017년 11월 06일","10.61","10.61","10.61","10.61","0.00%"
"2017년 11월 03일","10.61","10.61","10.61","10.61","0.00%"
"2017년 11월 02일","10.61","10.61","10.61","10.61","0.09%"
"2017년 11월 01일","10.60","10.60","10.60","10.60","-0.09%"
"2017년 10월 31일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 30일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 27일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 25일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 24일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 23일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 20일","10.61","10.61","10.61","10.61","-0.09%"
"2017년 10월 19일","10.62","10.62","10.62","10.62","0.09%"
"2017년 10월 18일","10.61","10.61","10.61","10.61","0.00%"
"2017년 10월 17일","10.61","10.61","10.61","10.61","-0.09%"
"2017년 10월 16일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 10월 13일","10.63","10.63","10.63","10.63","0.09%"
"2017년 10월 12일","10.62","10.62","10.62","10.62","0.00%"
"2017년 10월 11일","10.62","10.62","10.62","10.62","0.00%"
"2017년 10월 10일","10.62","10.62","10.62","10.62","0.00%"
"2017년 10월 09일","10.62","10.62","10.62","10.62","0.00%"
"2017년 10월 06일","10.62","10.62","10.62","10.62","0.00%"
"2017년 10월 05일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 10월 04일","10.63","10.63","10.63","10.63","0.00%"
"2017년 10월 03일","10.63","10.63","10.63","10.63","0.09%"
"2017년 10월 02일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 09월 29일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 09월 28일","10.64","10.64","10.64","10.64","0.09%"
"2017년 09월 27일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 09월 26일","10.64","10.64","10.64","10.64","0.00%"
"2017년 09월 25일","10.64","10.64","10.64","10.64","0.09%"
"2017년 09월 22일","10.63","10.63","10.63","10.63","0.00%"
"2017년 09월 21일","10.63","10.63","10.63","10.63","0.00%"
"2017년 09월 20일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 09월 19일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 09월 18일","10.65","10.65","10.65","10.65","0.00%"
"2017년 09월 15일","10.65","10.65","10.65","10.65","0.00%"
"2017년 09월 14일","10.65","10.65","10.65","10.65","0.00%"
"2017년 09월 13일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 09월 12일","10.66","10.66","10.66","10.66","0.00%"
"2017년 09월 11일","10.66","10.66","10.66","10.66","-0.09%"
"2017년 09월 08일","10.67","10.67","10.67","10.67","0.00%"
"2017년 09월 07일","10.67","10.67","10.67","10.67","0.09%"
"2017년 09월 06일","10.66","10.66","10.66","10.66","-0.09%"
"2017년 09월 05일","10.67","10.67","10.67","10.67","0.09%"
"2017년 09월 01일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 31일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 30일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 29일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 28일","10.66","10.66","10.66","10.66","0.09%"
"2017년 08월 25일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 24일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 08월 23일","10.66","10.66","10.66","10.66","0.09%"
"2017년 08월 22일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 08월 21일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 18일","10.66","10.66","10.66","10.66","0.00%"
"2017년 08월 17일","10.66","10.66","10.66","10.66","0.09%"
"2017년 08월 16일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 15일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 14일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 08월 11일","10.66","10.66","10.66","10.66","0.09%"
"2017년 08월 10일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 09일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 08일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 07일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 04일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 03일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 02일","10.65","10.65","10.65","10.65","0.00%"
"2017년 08월 01일","10.65","10.65","10.65","10.65","0.00%"
"2017년 07월 31일","10.65","10.65","10.65","10.65","0.00%"
"2017년 07월 28일","10.65","10.65","10.65","10.65","0.00%"
"2017년 07월 27일","10.65","10.65","10.65","10.65","0.00%"
"2017년 07월 26일","10.65","10.65","10.65","10.65","0.09%"
"2017년 07월 25일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 24일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 07월 21일","10.65","10.65","10.65","10.65","0.09%"
"2017년 07월 20일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 19일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 18일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 17일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 14일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 13일","10.64","10.64","10.64","10.64","0.00%"
"2017년 07월 12일","10.64","10.64","10.64","10.64","0.09%"
"2017년 07월 11일","10.63","10.63","10.63","10.63","0.00%"
"2017년 07월 10일","10.63","10.63","10.63","10.63","0.09%"
"2017년 07월 07일","10.62","10.62","10.62","10.62","0.00%"
"2017년 07월 06일","10.62","10.62","10.62","10.62","0.00%"
"2017년 07월 05일","10.62","10.62","10.62","10.62","0.00%"
"2017년 07월 03일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 06월 30일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 06월 28일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 26일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 23일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 22일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 21일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 20일","10.64","10.64","10.64","10.64","0.09%"
"2017년 06월 19일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 06월 16일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 15일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 14일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 13일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 12일","10.64","10.64","10.64","10.64","0.00%"
"2017년 06월 09일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 06월 08일","10.65","10.65","10.65","10.65","0.00%"
"2017년 06월 07일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 06월 06일","10.66","10.66","10.66","10.66","0.09%"
"2017년 06월 05일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 06월 02일","10.66","10.66","10.66","10.66","0.09%"
"2017년 06월 01일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 31일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 30일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 26일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 25일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 24일","10.65","10.65","10.65","10.65","0.09%"
"2017년 05월 23일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 05월 22일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 19일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 18일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 05월 17일","10.66","10.66","10.66","10.66","0.19%"
"2017년 05월 16일","10.64","10.64","10.64","10.64","0.00%"
"2017년 05월 15일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 05월 12일","10.65","10.65","10.65","10.65","0.19%"
"2017년 05월 11일","10.63","10.63","10.63","10.63","0.00%"
"2017년 05월 10일","10.63","10.63","10.63","10.63","0.00%"
"2017년 05월 09일","10.63","10.63","10.63","10.63","0.00%"
"2017년 05월 08일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 05월 05일","10.64","10.64","10.64","10.64","0.00%"
"2017년 05월 04일","10.64","10.64","10.64","10.64","0.00%"
"2017년 05월 03일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 05월 02일","10.65","10.65","10.65","10.65","0.00%"
"2017년 05월 01일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 28일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 27일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 26일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 25일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 04월 24일","10.66","10.66","10.66","10.66","0.00%"
"2017년 04월 21일","10.66","10.66","10.66","10.66","0.00%"
"2017년 04월 20일","10.66","10.66","10.66","10.66","0.00%"
"2017년 04월 19일","10.66","10.66","10.66","10.66","-0.09%"
"2017년 04월 18일","10.67","10.67","10.67","10.67","0.09%"
"2017년 04월 17일","10.66","10.66","10.66","10.66","0.00%"
"2017년 04월 13일","10.66","10.66","10.66","10.66","0.00%"
"2017년 04월 12일","10.66","10.66","10.66","10.66","0.09%"
"2017년 04월 11일","10.65","10.65","10.65","10.65","0.09%"
"2017년 04월 10일","10.64","10.64","10.64","10.64","0.00%"
"2017년 04월 07일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 04월 06일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 05일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 04일","10.65","10.65","10.65","10.65","0.00%"
"2017년 04월 03일","10.65","10.65","10.65","10.65","0.09%"
"2017년 03월 31일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 30일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 29일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 28일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 27일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 24일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 23일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 22일","10.64","10.64","10.64","10.64","0.00%"
"2017년 03월 21일","10.64","10.64","10.64","10.64","0.09%"
"2017년 03월 20일","10.63","10.63","10.63","10.63","0.00%"
"2017년 03월 17일","10.63","10.63","10.63","10.63","0.09%"
"2017년 03월 16일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 03월 15일","10.63","10.63","10.63","10.63","0.19%"
"2017년 03월 14일","10.61","10.61","10.61","10.61","0.00%"
"2017년 03월 13일","10.61","10.61","10.61","10.61","0.00%"
"2017년 03월 10일","10.61","10.61","10.61","10.61","0.00%"
"2017년 03월 09일","10.61","10.61","10.61","10.61","0.00%"
"2017년 03월 08일","10.61","10.61","10.61","10.61","-0.09%"
"2017년 03월 07일","10.62","10.62","10.62","10.62","-0.09%"
"2017년 03월 06일","10.63","10.63","10.63","10.63","0.00%"
"2017년 03월 03일","10.63","10.63","10.63","10.63","0.00%"
"2017년 03월 02일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 03월 01일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 02월 28일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 02월 27일","10.66","10.66","10.66","10.66","-0.09%"
"2017년 02월 24일","10.67","10.67","10.67","10.67","0.09%"
"2017년 02월 23일","10.66","10.66","10.66","10.66","0.09%"
"2017년 02월 22일","10.65","10.65","10.65","10.65","0.00%"
"2017년 02월 21일","10.65","10.65","10.65","10.65","0.00%"
"2017년 02월 17일","10.65","10.65","10.65","10.65","0.09%"
"2017년 02월 16일","10.64","10.64","10.64","10.64","0.09%"
"2017년 02월 15일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 02월 14일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 02월 13일","10.65","10.65","10.65","10.65","0.00%"
"2017년 02월 10일","10.65","10.65","10.65","10.65","0.00%"
"2017년 02월 09일","10.65","10.65","10.65","10.65","-0.09%"
"2017년 02월 08일","10.66","10.66","10.66","10.66","0.00%"
"2017년 02월 07일","10.66","10.66","10.66","10.66","0.00%"
"2017년 02월 06일","10.66","10.66","10.66","10.66","0.09%"
"2017년 02월 03일","10.65","10.65","10.65","10.65","0.00%"
"2017년 02월 02일","10.65","10.65","10.65","10.65","0.09%"
"2017년 02월 01일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 01월 31일","10.65","10.65","10.65","10.65","0.09%"
"2017년 01월 30일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 27일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 26일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 25일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 24일","10.64","10.64","10.64","10.64","-0.09%"
"2017년 01월 23일","10.65","10.65","10.65","10.65","0.09%"
"2017년 01월 20일","10.64","10.64","10.64","10.64","0.09%"
"2017년 01월 19일","10.63","10.63","10.63","10.63","0.00%"
"2017년 01월 18일","10.63","10.63","10.63","10.63","-0.19%"
"2017년 01월 17일","10.65","10.65","10.65","10.65","0.09%"
"2017년 01월 13일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 12일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 11일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 10일","10.64","10.64","10.64","10.64","0.00%"
"2017년 01월 09일","10.64","10.64","10.64","10.64","0.09%"
"2017년 01월 06일","10.63","10.63","10.63","10.63","-0.09%"
"2017년 01월 05일","10.64","10.64","10.64","10.64","0.09%"
"2017년 01월 04일","10.63","10.63","10.63","10.63","0.00%"
"2017년 01월 03일","10.63","10.63","10.63","10.63","-0.09%"
"2016년 12월 30일","10.64","10.64","10.64","10.64","0.09%"
"2016년 12월 29일","10.63","10.63","10.63","10.63","0.09%"
"2016년 12월 28일","10.62","10.62","10.62","10.62","0.00%"
"2016년 12월 27일","10.62","10.62","10.62","10.62","0.00%"
"2016년 12월 23일","10.62","10.62","10.62","10.62","-0.28%"
"2016년 12월 22일","10.65","10.65","10.65","10.65","0.00%"
"2016년 12월 21일","10.65","10.65","10.65","10.65","0.00%"
"2016년 12월 20일","10.65","10.65","10.65","10.65","0.00%"
"2016년 12월 19일","10.65","10.65","10.65","10.65","0.09%"
"2016년 12월 16일","10.64","10.64","10.64","10.64","0.09%"
"2016년 12월 15일","10.63","10.63","10.63","10.63","-0.09%"
"2016년 12월 14일","10.64","10.64","10.64","10.64","-0.28%"
"2016년 12월 13일","10.67","10.67","10.67","10.67","0.00%"
"2016년 12월 12일","10.67","10.67","10.67","10.67","0.00%"
"2016년 12월 09일","10.67","10.67","10.67","10.67","-0.09%"
"2016년 12월 08일","10.68","10.68","10.68","10.68","0.00%"
"2016년 12월 07일","10.68","10.68","10.68","10.68","0.09%"
"2016년 12월 06일","10.67","10.67","10.67","10.67","0.00%"
"2016년 12월 05일","10.67","10.67","10.67","10.67","-0.09%"
"2016년 12월 02일","10.68","10.68","10.68","10.68","0.09%"
"2016년 12월 01일","10.67","10.67","10.67","10.67","0.00%"
"2016년 11월 30일","10.67","10.67","10.67","10.67","-0.09%"
"2016년 11월 29일","10.68","10.68","10.68","10.68","0.00%"
"2016년 11월 28일","10.68","10.68","10.68","10.68","0.09%"
"2016년 11월 25일","10.67","10.67","10.67","10.67","0.00%"
"2016년 11월 23일","10.67","10.67","10.67","10.67","-0.09%"
"2016년 11월 22일","10.68","10.68","10.68","10.68","0.00%"
"2016년 11월 21일","10.68","10.68","10.68","10.68","0.00%"
"2016년 11월 18일","10.68","10.68","10.68","10.68","-0.09%"
"2016년 11월 17일","10.69","10.69","10.69","10.69","-0.09%"
"2016년 11월 16일","10.70","10.70","10.70","10.70","0.09%"
"2016년 11월 15일","10.69","10.69","10.69","10.69","-0.09%"
"2016년 11월 14일","10.70","10.70","10.70","10.70","-0.09%"
"2016년 11월 11일","10.71","10.71","10.71","10.71","-0.09%"
"2016년 11월 10일","10.72","10.72","10.72","10.72","0.00%"
"2016년 11월 09일","10.72","10.72","10.72","10.72","-0.19%"
"2016년 11월 08일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 11월 07일","10.75","10.75","10.75","10.75","-0.09%"
"2016년 11월 04일","10.76","10.76","10.76","10.76","0.09%"
"2016년 11월 03일","10.75","10.75","10.75","10.75","0.00%"
"2016년 11월 02일","10.75","10.75","10.75","10.75","0.00%"
"2016년 11월 01일","10.75","10.75","10.75","10.75","0.09%"
"2016년 10월 31일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 28일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 27일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 26일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 25일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 24일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 10월 21일","10.75","10.75","10.75","10.75","0.00%"
"2016년 10월 20일","10.75","10.75","10.75","10.75","0.00%"
"2016년 10월 19일","10.75","10.75","10.75","10.75","0.00%"
"2016년 10월 18일","10.75","10.75","10.75","10.75","0.09%"
"2016년 10월 17일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 14일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 13일","10.74","10.74","10.74","10.74","0.09%"
"2016년 10월 12일","10.73","10.73","10.73","10.73","0.00%"
"2016년 10월 11일","10.73","10.73","10.73","10.73","0.00%"
"2016년 10월 10일","10.73","10.73","10.73","10.73","-0.09%"
"2016년 10월 07일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 06일","10.74","10.74","10.74","10.74","0.00%"
"2016년 10월 05일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 10월 04일","10.75","10.75","10.75","10.75","0.00%"
"2016년 10월 03일","10.75","10.75","10.75","10.75","-0.09%"
"2016년 09월 30일","10.76","10.76","10.76","10.76","-0.09%"
"2016년 09월 29일","10.77","10.77","10.77","10.77","0.09%"
"2016년 09월 28일","10.76","10.76","10.76","10.76","0.00%"
"2016년 09월 27일","10.76","10.76","10.76","10.76","0.00%"
"2016년 09월 26일","10.76","10.76","10.76","10.76","0.00%"
"2016년 09월 23일","10.76","10.76","10.76","10.76","0.09%"
"2016년 09월 22일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 21일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 20일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 19일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 16일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 15일","10.75","10.75","10.75","10.75","0.00%"
"2016년 09월 14일","10.75","10.75","10.75","10.75","0.09%"
"2016년 09월 13일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 09월 12일","10.75","10.75","10.75","10.75","0.09%"
"2016년 09월 09일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 09월 08일","10.75","10.75","10.75","10.75","-0.09%"
"2016년 09월 07일","10.76","10.76","10.76","10.76","0.00%"
"2016년 09월 06일","10.76","10.76","10.76","10.76","0.19%"
"2016년 09월 02일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 09월 01일","10.75","10.75","10.75","10.75","0.09%"
"2016년 08월 31일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 08월 30일","10.75","10.75","10.75","10.75","0.00%"
"2016년 08월 29일","10.75","10.75","10.75","10.75","0.09%"
"2016년 08월 26일","10.74","10.74","10.74","10.74","-0.09%"
"2016년 08월 25일","10.75","10.75","10.75","10.75","-0.09%"
"2016년 08월 24일","10.76","10.76","10.76","10.76","0.00%"
"2016년 08월 23일","10.76","10.76","10.76","10.76","0.00%"
