"날짜","종가","시가","고가","저가","거래량","변동 %"
"2017- 06- 26","118.26","118.07","118.68","117.52","434.23K","0.42%"
"2017- 06- 23","117.77","117.30","117.97","116.90","850.08K","0.49%"
"2017- 06- 22","117.19","116.90","117.56","116.42","1.80M","0.25%"
"2017- 06- 21","116.90","118.13","118.40","116.77","949.47K","-0.86%"
"2017- 06- 20","117.91","119.02","119.08","117.78","1.01M","-1.17%"
"2017- 06- 19","119.31","119.22","119.68","118.87","452.69K","0.30%"
"2017- 06- 16","118.95","118.98","118.98","118.17","502.35K","-0.34%"
"2017- 06- 15","119.36","118.65","119.99","118.41","703.99K","-0.45%"
"2017- 06- 14","119.90","120.67","120.67","119.12","937.77K","-0.70%"
"2017- 06- 13","120.74","120.47","121.07","120.08","861.37K","0.38%"
"2017- 06- 12","120.28","120.40","121.35","119.80","973.36K","-0.06%"
"2017- 06- 09","120.35","119.05","120.99","119.05","1.14M","1.38%"
"2017- 06- 08","118.71","116.85","119.48","116.53","1.28M","1.61%"
"2017- 06- 07","116.83","116.78","117.26","116.35","1.05M","0.18%"
"2017- 06- 06","116.62","116.13","117.30","115.79","642.95K","-0.23%"
"2017- 06- 05","116.89","117.49","117.72","116.84","616.52K","-0.54%"
"2017- 06- 02","117.52","117.27","118.75","117.03","862.98K","0.33%"
"2017- 06- 01","117.13","115.22","117.14","114.75","1.20M","1.88%"
"2017- 05- 31","114.97","115.44","115.59","113.52","2.69M","-0.24%"
"2017- 05- 30","115.25","115.78","115.98","114.93","841.86K","-0.83%"
"2017- 05- 26","116.22","116.07","116.44","115.54","531.89K","-0.06%"
"2017- 05- 25","116.29","116.85","117.29","115.85","610.14K","-0.06%"
"2017- 05- 24","116.36","116.72","117.09","115.81","914.53K","-0.20%"
"2017- 05- 23","116.59","116.36","116.78","115.49","898.48K","0.60%"
"2017- 05- 22","115.90","115.41","116.14","115.16","724.45K","0.70%"
"2017- 05- 19","115.10","114.69","115.80","114.69","901.73K","0.50%"
"2017- 05- 18","114.53","113.82","115.03","113.64","1.34M","0.28%"
"2017- 05- 17","114.21","115.30","115.92","113.99","1.27M","-2.65%"
"2017- 05- 16","117.32","117.63","117.69","116.48","629.18K","0.00%"
"2017- 05- 15","117.32","116.94","117.98","116.84","1.08M","0.74%"
"2017- 05- 12","116.46","116.89","116.97","116.16","791.30K","-0.71%"
"2017- 05- 11","117.29","117.70","117.90","116.23","868.89K","-0.78%"
"2017- 05- 10","118.21","117.47","118.34","117.15","1.03M","0.50%"
"2017- 05- 09","117.62","118.19","118.43","117.16","598.74K","-0.29%"
"2017- 05- 08","117.96","118.08","118.34","117.36","868.03K","-0.22%"
"2017- 05- 05","118.22","117.96","118.23","117.15","375.15K","0.57%"
"2017- 05- 04","117.55","118.30","118.34","116.74","479.26K","-0.33%"
"2017- 05- 03","117.94","118.00","118.15","117.41","711.95K","-0.42%"
"2017- 05- 02","118.44","119.26","119.65","118.13","695.31K","-0.61%"
"2017- 05- 01","119.17","119.07","119.67","118.35","1.95M","0.48%"
"2017- 04- 28","118.60","120.54","120.68","118.58","1.46M","-1.58%"
"2017- 04- 27","120.51","121.33","121.53","120.10","679.04K","-0.50%"
"2017- 04- 26","121.11","120.10","121.92","120.03","1.37M","0.74%"
"2017- 04- 25","120.22","120.23","120.74","120.06","1.06M","0.92%"
"2017- 04- 24","119.12","119.30","119.61","118.83","778.95K","1.30%"
"2017- 04- 21","117.59","117.58","118.00","117.19","410.86K","-0.13%"
"2017- 04- 20","117.74","116.80","117.83","116.56","549.74K","1.26%"
"2017- 04- 19","116.27","116.50","117.30","116.01","823.64K","0.16%"
"2017- 04- 18","116.08","115.61","116.17","114.98","728.59K","0.08%"
"2017- 04- 17","115.99","114.90","116.07","114.56","697.20K","1.19%"
"2017- 04- 13","114.63","115.96","116.25","114.63","807.32K","-1.33%"
"2017- 04- 12","116.17","117.66","117.85","116.03","583.42K","-1.44%"
"2017- 04- 11","117.87","116.42","117.90","116.28","949.31K","0.94%"
"2017- 04- 10","116.77","116.56","117.66","116.14","546.01K","0.18%"
"2017- 04- 07","116.56","116.31","117.04","116.00","578.02K","-0.11%"
"2017- 04- 06","116.69","115.67","116.82","115.08","721.28K","1.02%"
"2017- 04- 05","115.51","117.68","118.30","115.30","1.48M","-1.18%"
"2017- 04- 04","116.89","116.69","117.33","116.43","489.37K","0.00%"
"2017- 04- 03","116.89","118.37","118.54","116.38","1.12M","-1.07%"
"2017- 03- 31","118.16","118.02","118.70","117.63","1.19M","0.18%"
"2017- 03- 30","117.95","116.87","118.14","116.77","1.34M","1.04%"
"2017- 03- 29","116.74","116.23","116.89","115.84","376.74K","0.37%"
"2017- 03- 28","116.31","114.83","116.43","114.59","543.78K","0.97%"
"2017- 03- 27","115.19","113.66","115.43","113.26","735.44K","0.05%"
"2017- 03- 24","115.13","115.59","116.12","114.65","641.95K","-0.43%"
"2017- 03- 23","115.63","114.77","116.40","114.47","1.32M","0.82%"
"2017- 03- 22","114.69","114.69","115.12","113.70","1.26M","-0.26%"
"2017- 03- 21","114.99","118.92","118.99","114.92","1.17M","-2.81%"
"2017- 03- 20","118.31","118.97","119.16","118.06","721.57K","-0.77%"
"2017- 03- 17","119.23","118.75","119.44","118.14","507.53K","0.45%"
"2017- 03- 16","118.70","118.72","119.18","118.39","603.01K","0.36%"
"2017- 03- 15","118.27","117.24","118.59","117.01","1.24M","1.41%"
"2017- 03- 14","116.63","116.58","116.87","115.61","1.20M","-0.49%"
"2017- 03- 13","117.21","116.66","117.70","116.59","1.03M","0.34%"
"2017- 03- 10","116.81","117.49","117.49","115.87","2.31M","0.24%"
"2017- 03- 09","116.53","117.19","117.78","116.31","2.44M","-0.60%"
"2017- 03- 08","117.23","118.76","119.07","117.14","786.38K","-0.95%"
"2017- 03- 07","118.36","118.93","119.22","118.26","569.79K","-0.70%"
"2017- 03- 06","119.20","119.25","119.42","118.54","839.93K","-0.63%"
"2017- 03- 03","119.96","120.20","120.77","119.35","847.28K","-0.21%"
"2017- 03- 02","120.21","121.94","121.94","120.07","1.30M","-1.48%"
"2017- 03- 01","122.02","121.23","122.39","121.16","2.08M","2.03%"
"2017- 02- 28","119.59","120.99","121.03","119.51","2.24M","-1.52%"
"2017- 02- 27","121.43","120.43","121.48","120.12","856.96K","0.73%"
"2017- 02- 24","120.55","119.87","120.62","119.63","1.32M","-0.30%"
